,Review,Language,Translated
742,"Great drill, great price. Much cheaper buying in parts than buying in a package.",en,"Great drill, great price. Much cheaper buying in parts than buying in a package."
743,travail,en,travail
744,Cracking for the price ,en,Cracking for the price 
745,It started to smoke after only a few minutes of the first time using. It makes funny nise as well. It just doesn't work anymore. Same happened to my 2 other Makita drills.,en,It started to smoke after only a few minutes of the first time using. It makes funny nise as well. It just doesn't work anymore. Same happened to my 2 other Makita drills.
746,Arrivato con scatola danneggiata e non funzionante. Reso.Arrivato una seconda volta sempre con scatola danneggiata e non funzionante.,it,Arrived with damaged box and not working. Returned.Arrived a second time again with damaged box and not working.
747,Nickel.  Comme d'habitude. J'utilise les visseuses makita depuis 18 ans en tant que professionnel jamais déçu.,fr,Great.  As usual. I have been using makita screwdrivers for 18 years as a professional and have never been disappointed.
748,Drill went on fire . Just over a year old !,en,Drill went on fire . Just over a year old !
749,"Goud quality drill, very powerful grate feel in hand.",en,"Goud quality drill, very powerful grate feel in hand."
750,Good value,en,Good value
751,"fantastico, molto professionale",it,"fantastic, very professional"
752,Para el uso que le doy va perfecto,es,"For the use I give it, it is perfect"
753,Have been using Makita gear for years. This is my most recent purchase and its not up to scratch. Bought in June 2019 and by August the chuck is not spinning/catching gears when screwing.,en,Have been using Makita gear for years. This is my most recent purchase and its not up to scratch. Bought in June 2019 and by August the chuck is not spinning/catching gears when screwing.
754,A great back-up drillto my other Makita.,en,A great back-up drillto my other Makita.
755,Both powerful and has plenty of torque for such a small drill,en,Both powerful and has plenty of torque for such a small drill
756,parfait.,en,parfait.
757,very good,en,very good
758,Decent,en,Decent
759,"Il prodotto è conforme alla descrizione, arrivato nelle tempistiche indicate! Ma...... nota dolente, al quanto scadente, sottoposto a sforzo con fresa a tazza da 10 cm di diametro si surriscalda immediatamente, per non dire che il rapporto velocità sgrana alla minima pressione esercitata.....e nn sto parlando di frizione, ma di malfunzionamento dell'avvitatore.....SONO SU TUTTE LE FURIE  MAI piu makita",it,"The product conforms to the description, arrived on time! But...... sore point, as bad as it is, when subjected to stress with a 10 cm diameter hole cutter it immediately overheats, not to mention that the speed ratio crumbles at the slightest pressure exerted.....and I'm not talking about clutch, but a malfunction of the screwdriver.....I'M ON ALL FURIE NEVER AGAIN makita"
760,Great product fast delivery,en,Great product fast delivery
761,Poor item set on fire whilst in use,en,Poor item set on fire whilst in use
762,"Lo sto usando da un po, funziona alla grande..",it,"I've been using it for a while now, it works great."
763,Conforme au descriptif ras,en,Conforme au descriptif ras
764,Tarladro impresionante!!!,es,Tarladro awesome!!!
765,good.. delivered quickly  as described,en,good.. delivered quickly  as described
766,Usato per cartongesso funziona bene.,it,"Used for plasterboard, it works well."
767,Bought in May and burnt out already just drilling 10mm holes through floor joists.,en,Bought in May and burnt out already just drilling 10mm holes through floor joists.
768,great and quick,en,great and quick
769,cant fault it for the money.,en,cant fault it for the money.
770,Très faible produit,fr,Very low product
771,Excellent  little piece  of kit,en,Excellent  little piece  of kit
772,Moteur serré au bout de deux mois ! Je m’en suis servis 5 fois .... aucunes réponses de l’assistance depuis 10 jours ... DOMMAGE !!??,fr,Tight engine after two months! I used it 5 times .... no answer from the assistance since 10 days ... DAMAGE !!??
773,good,en,good
774,great light weight edition to my tool kit,en,great light weight edition to my tool kit
775,Not work gears slipping so no good only 3 months old.. refund please?,en,Not work gears slipping so no good only 3 months old.. refund please?
776,Great drill at good price,en,Great drill at good price
777,top class drill. worth every penny.,en,top class drill. worth every penny.
778,Just the job,en,Just the job
779,It dose what it says on the box.,en,It dose what it says on the box.
780,Works great,en,Works great
781,Everything in the best order,en,Everything in the best order
782,Chuck wobbles have had to return this item,en,Chuck wobbles have had to return this item
783,"Smooth and light drill, great bit of kit",en,"Smooth and light drill, great bit of kit"
784,Don’t buy it bad quality,en,Don’t buy it bad quality
785,Ottimo,it,Excellent
786,Lo esperado,es,As expected
787,A good product,en,A good product
788,Super produit rien a réclamer comme souvent avec Makita,fr,Great product nothing to complain about as usual with Makita
789,Arrived as promised and no problems so far.,en,Arrived as promised and no problems so far.
790,Funziona benissimo...,it,It works fine...
791,"Aparentemente bien, parece un producto usado, viene en una bolsa de plástico no trae caja de  makita",es,"Apparently fine, looks like a used product, comes in a plastic bag, no makita box."
792,Fantastic thing.Thank you.,en,Fantastic thing.Thank you.
793,"Great product, great price ",en,"Great product, great price "
794,excellent!,en,excellent!
795,Parfait,en,Parfait
796,"                    Die Medien konnten nicht geladen werden.                 Wat is de garantie van dit apparaat, omdat het niet meer werkt.",nl,                    Die Medien konnten nicht geladen werden.                 What is the warranty of this device because it no longer works.
797,very good!,en,very good!
798,Arrivato  subito,it,Arrived immediately
799,Acceptionally happy with this product,en,Acceptionally happy with this product
800,Top value for money,en,Top value for money
801,excellent tool,en,excellent tool
802,"Fantastic drill, great seller",en,"Fantastic drill, great seller"
803,troppo debole,it,too weak
804,Excellent :),en,Excellent :)
805,Great tool Great price,en,Great tool Great price
806,Makita quality.,en,Makita quality.
807,Good tool money worthily,en,Good tool money worthily
808,Great value,en,Great value
809,great machine,en,great machine
810,VERY GOOD,en,VERY GOOD
811,does what expected,en,does what expected
812,Ottimo prodotto,it,Excellent product
813,drill lost drive using only a 5mm drill bit first day. Sent it back and got refund straight away,en,drill lost drive using only a 5mm drill bit first day. Sent it back and got refund straight away
814,Great tool,en,Great tool
815,"burnt out after just three months , drill is more for DIY than for the trades",en,"burnt out after just three months , drill is more for DIY than for the trades"
816,Great item,en,Great item
817,Superb drill,en,Superb drill
818,Rubbish . Had it 2 months . Burnt out . Don't buy . Can't return either . Only 1 month return period . Avoid,en,Rubbish . Had it 2 months . Burnt out . Don't buy . Can't return either . Only 1 month return period . Avoid
819,brill,en,brill
820,Don't bother ! Had for four months hardly used chuck fell to pieces ! Now in the garage with the other rubbish tools!,en,Don't bother ! Had for four months hardly used chuck fell to pieces ! Now in the garage with the other rubbish tools!
